Id;Echeance;PhenomenId;PhenomenDesc;DangerCode;DangerColor;StartDate;EndDate;EmissionDate
06;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
06;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
06;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
06;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
06;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
06;J1;8;avalanches;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
06;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
06;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
06;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
06;J;8;avalanches;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
06;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
06;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
0610;J1;9;vagues submersion;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
0610;J;9;vagues submersion;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
07;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
07;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
07;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
07;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
07;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
07;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
07;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
07;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
07;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
07;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
08;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
08;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
08;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
08;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
08;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
08;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
08;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
08;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
08;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
08;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
09;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
09;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
09;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
09;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
09;J;8;avalanches;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
09;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
09;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
09;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
09;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
09;J1;8;avalanches;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
09;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
09;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
10;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
10;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
10;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
10;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
10;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
10;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
10;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
10;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
10;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
10;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
11;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
11;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
11;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
11;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
11;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
11;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
11;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
11;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
11;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
11;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
1110;J;9;vagues submersion;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
1110;J1;9;vagues submersion;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
12;J1;1;vent;1;vert;2025-03-06T19:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
12;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
12;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-06T09:00:00+01:00;2025-03-05T16:00:00+01:00
12;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
12;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
12;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
12;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
12;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
12;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
12;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
12;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
13;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
13;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
13;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
13;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
13;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
13;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
13;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
13;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
13;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
13;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
1310;J1;9;vagues submersion;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
1310;J;9;vagues submersion;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
14;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
14;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
14;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
14;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
14;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
14;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
14;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
14;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
14;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
14;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
1410;J1;9;vagues submersion;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
1410;J;9;vagues submersion;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
15;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
15;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
15;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
15;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
15;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
15;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
15;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
15;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
15;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
15;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
16;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
16;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
16;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
16;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
16;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
16;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
16;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
16;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
16;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
16;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
17;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
17;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
17;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
17;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
17;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
17;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
17;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
17;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
17;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
17;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
1710;J;9;vagues submersion;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
1710;J1;9;vagues submersion;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
18;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
18;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
18;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
18;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
18;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
18;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
18;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
18;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
18;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
18;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
19;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
19;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
19;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
19;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
19;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
19;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
19;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
19;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
